,Premise,Hypothesis,Label
256982,The MacNeil Lehrer probably doesn't Want to invest in that,i understand that the MacNeil Lehrer probably doesn't,neutral
373813,It goes to show that the concept of USO is still best boiled down to its ability to deliver all over the place.,also illustrates that the concept of the USO has many more dimensions than ubiquitous delivery.,contradiction
142684,Show him nothing.,Show Monsieur Poirot everything he wants to see.,contradiction
264874,I learned a lot about how people used to be treated.,I learned a lot.,neutral
67771,They had to shut their door in 1987.,"Still, it's worth remembering that, as late as 1987, the studios were still reaping huge profits.",contradiction
266058,"While the area was once in danger of being lost, tourists have helped keep it afloat.",Tourism numbers fell dramatically but are now rising again as visitors grow more confident.,entailment
310369,"I believe that the mother as well as child lose, children these days need to have family roots to avoid problems.",uh i think that both the mother and the child lose and i think that's why there's so many problems you know with kids today because they don't have the family roots anymore,entailment
384637,The unofficial symbol of Izmir before 1901 was a scared cow.,"The Saat Kulesi (Clock Tower), dating from 1901, is the unofficial symbol of Izmir.",neutral
103097,The pollution is expected to be cleaned up in five years.,"Because of pollution along the Estoril Coast, you should not swim any closer to Lisbon than at Estoril itself, which has been granted an EU blue flag (for safe conditions).",neutral
257437,The only CFO positions in the agencies were created in 1995.,"With this increased focus on agency accountability also came recognition of the need to elevate the agenciesa information management positions to more strategic, executive, levels, comparable to the CFO positions created in 1990.",contradiction
170648,A wonderful logical idea blossomed in Tommy's mind.,A delirious thought shot through Tommy's mind.,contradiction
383458,"The next day, the Turks held a Muslim service in the Hagia Sophia.","The last Christian service ever to be held in Haghia Sophia took place on 28 May 1453, the day before Constantinople finally fell to the Turks.",neutral
2735,Guadeloupe looks nothing like a butterfly from the sky.,"Guadeloupe, from the air or on a map, resembles a butterfly.",contradiction
88453,You just have to wait.,and it it's just so you either have to wait or,contradiction
313002,"You're referring to the new Ninja turtles movie, which I thought was terrible.",other than the i assume you were talking about the new Ninja Turtles movie,neutral
244832,This approach promises ineffective ways of obtaining information.,This approach promises practical avenues for obtaining more information.,contradiction
68654,We will invade your town.,"'Soon enough, you'll be swallowed up by us whether you like it or not.'",neutral
261047,Because I think i love you.,Because I--wadda ya call it--love you.,entailment
297552,The British ships sailed north to give the British an advantage in combat.,"To counter the Kota Bharu landings, the British overseas fleet's proudest battleships, the Prince of Wales and the Repulse, sailed north.",neutral
252526,King Arthur and the Devil are happily married and make their home in the dense forest.,"At the top end of the lake, you wander into dense forest through a fantastic chaos of rocks and grottos that according to local tradition are variously inhabited by the Devil and King Arthur himself.",neutral
238317,Gore has not publicly disputed the claims.,"Time likens her to Clinton's own once secret consultant, Dick Morris and suggests that Gore may have been keeping her under deep cover.",neutral
21455,They took care to pick out their clothing.,"Swell clothes, but no class.",neutral
363226,I think that we should've adopted a dual display arrangement some years ago.,yeah i kind of agree that uh maybe ten on or twenty years ago we should have gone into a uh sort of a dual display arrangement where you know our our speed limit signs were,entailment
99372,The Cairo Museum was built in the year 1902.,Sitting on the north side of Tahrir Square is the Egyptian Museum built in 1902 as the Cairo Museum.,entailment
126631,Didn't you say you had problems with fleas in the yard last year?,well well you said you had problems with fleas last year in the yard,entailment
108597,Was there a feeling of animosity down there when the announcement was made.,um what's what's the uh consensus down there when when uh TI announced that uh the drug testing program did you get a lot of uh animosity against that,entailment
167304,"The theater, which was designed to invoke the castle architecture of the Tokugawa period, was destroyed in an air raid in World War II and rebuilt in 1951.","Designed to invoke the castle architecture of the Tokugawa period, the theater was destroyed in an air raid in World War II and rebuilt in 1951.",entailment
271253,Being at home would be something different from what I've experienced before.,i can't imagine just being at home uh although i have a lot of interests and a lot of things i would like to pursue,entailment
98609,They lied about their identity and conducting private work on their network.,These included misrepresenting their identity in electronic communications and conducting and promoting personal commercial enterprises on the network.,entailment
107903,The charges will stand regardless of who wins.,"If St. Louis wins, Tennessee drops all criminal charges currently pending against the Rams' players, and vice versa.",contradiction
157196,You have to know who to get along with if you want to stay out longer.,and so because you have to know who you're going with to get along,neutral
199327,How happy can you be?,How Dismal Can You Get?,contradiction
36267,These type of lies do not need analysis.,This is stuff that defies analysis.,neutral
239996,Invasion of Smyrna was the casus belli.,"From 1919 to 1922 he waged war with the Greeks, who had invaded at Smyrna, and ultimately managed to defeat them and force their withdrawal from Asia Minor.",neutral
36527,There are no thinking girls,Any thinking girl would!,contradiction
122485,SOmeone taped Evita.,"On the arts side, there are videotapes of great performances of great operas.",neutral
277242,Salary is another thing.,yeah well that's another thing,neutral
24003,The German was speaking about the war.,I think so. But the German spoke with less than his usual confidence.,neutral
157896,"Dudovitz had personnel at his disposal, which he used to staff a clinic.","After learning of the effort, Dudovitz sent personnel to staff the clinic for three hours per week and is helping to write a grant application to fund a self-help kiosk for Pomona patterned on the center he pioneered in Van Nuys.",entailment
83864,It applies a force on you because you're pushing against the water.,it pushes you because you're pushing against the water in itself so it is like double strenuous but you're not,entailment
96002,The cable companies figure it will sell itself.,"The digital box may well be the harbinger of a truly wired future, once the struggle over which technologies will be included in it is resolved and the cable companies figure out how to get subscribers to pay for it.",contradiction
46984,A novelty mug.,Bottomless Mug,neutral
118075,Leaving the mess for someone else to clean up is a trait of Clinton that people do not like.,That would be the perfect Clintonian  Leave the mess for someone else to clean up.,neutral
274120,Jane's appearance wouldn't have been successful without Julius' help.,Julius had spared no pains to make Jane's appearance a success.,neutral
62671,Gratification and excess do not bring Klein pleasure.,"Pleasure, for Klein, is the opposite of  It's all about gratification and excess.",entailment
167563,H-2A cases can take months or years to get through the court system.,"Many of the claims of H-2A workers are legally complex, and all take months, if not years, to litigate to completion.",entailment
22960,They had to deal with the ticket situation.,right but he took their plates up and made sure they didn't see him and i think he was the one i heard him mention about the tickets were messed up so they went to take care of the tickets he took their plates and began eating his eating their food,neutral
176661,He's not under oath.,He was evading a question about Universal's troubled  Pig in the City . He's under oath.,contradiction
260015,The best of wishes are included.,"With best wishes,",entailment
207362,I really liked the original song too.,really good piece of work and then you when you hear the cover it's like you know God you know what what are they doing to this  oh i think i think a good one was um there was a Peter Frampton song,neutral
382046,Has the button been pushed by you?,oh well that's not did you push the button,entailment
76890,Senior executives need to establish a commitment to their plans.,"In addition, senior executives are to establish a principal commitment in their individual performance plans focused on the overall attainment of objectives to accomplish the operating division's performance plan.",entailment
357063,Tartans were conceived as a way of decorating carpets and upholstery.,"Traditionally tartans were worn in the form of a kilt or traditional Highland dress, and these are certainly still available.",contradiction
285209,We didn't care about the thing that disappeared.,We felt we needed to take care of something that had disappeared.,contradiction
108739,Juice cans have the same stamp as soda cans.,yeah they should they should clean clear that up it wouldn't take them much to put a stamp on uh on the uh juice cans as easily as the soda,contradiction
13733,Not quite.,Not exactly.,entailment
190431,It's important to fulfill my job as a corporate lawyer.,"But for now, I think it is important to fulfill my duty as a lawyer to help those who need it the most, to speak for those who cannot speak for themselves and to defend those whose life and livelihoods depend on it, he said.",contradiction
88934,The famine that crippled the economy was caused by a blight.,"And the treasury was empty after earthquake, famine, and plague had crippled the economy.",neutral
336511,Project Assert later came under federal investigation for fraud and embezzlement.,Edward Bernstein noted that Project Assert adapted a readiness-to-change instrument for use in the ED.,neutral
164559,The witness next testified about the abuse of employees by senior management.,The Farm Bureau witness testified that the Bureau was more concerned about recruitment of new clients outside the United States than about ongoing representation of aliens.,neutral
367441,"If you don't educate yourself to vote, you get what you deserve.",i don't know maybe it's  you know better education i don't know i do believe that you know if you don't educate yourself vote in this these elections whether it's you know local or national you pretty well you know deserve whatever you get you know if you don't  if you don't participate in it,entailment
133600,There are a number of pleasant beaches around Guadeloupe.,Near the pleasant seaside village of Sainte-Anne farther east is what is generally considered to be Guadeloupe's best beach.,neutral
166667,The slow processing of paperwork shows how terrible the entire IRS is.,that's the whole system though isn't it,neutral
16389,Millions of people want to reduce the amount of ground-level ozone.,"Reducing the formation of ground-level ozone, or smog, will bring healthier air to tens of millions of people, and reduce the number of ozone-related health problems such as respiratory infection, asthma attacks, and chronic lung damage.",contradiction
191474,The reasons in which why the humans of the Carpathian Mountains and the Black Sea's rural regions continue to evolve can be explained by science.,"The trend is called brachycephalization, and it has been happening mainly in rural Poland between the Carpathian Mountains and the Black Sea--which, for some arcane reason, is one of the few places on Earth where humans are still evolving.",neutral
55840,A day is considered a short period of time in this market.,"In a market where tomorrow seems like the long term, the fact that 10 years from now the mouse will still be roaring somehow just doesn't really matter.",contradiction
302427,Dinard is a French coastal resort.,"Like many French seaside resorts, Dinard was a discovery of the British in the 19th century, who called it Queen of the Emerald Coast.",entailment
28222,Nobody believes that artificial intelligence has any value.,But artificial intelligence has enormous potential to make care better.,contradiction
139254,He was excited to be alive and proclaimed this to everybody.,"You're not dead!  ""What's so wonderful about that around here?"" he asked, but not with much interest.",contradiction
169564,No one is watching or looking at her.,Too many eyes are upon her.,contradiction
12052,The FCC points out that medium to large-sized business may be negatively impacted.,"In the Final Regulatory Flexibility Analysis, the FCC finds that there will be no economic impact on small businesses.",neutral
148727,Garland does not have this.,yeah in Garland,contradiction
246259,There are children who study instead of playing sports.,"Meanwhile, there is another ethnic group in America whose children devote their free time not to hockey but to extra study.",entailment
119297,"If there was better coordination, boilermakers would have better prospects for employment.","Therefore, although there is little slack in the availability of boilermakers, better coordination may have avoided the labor shortage problems.",entailment
8009,"It is definitely Garfield, I am sure of it.",Garfield uh Garfield i want to say Garfield but that wasn't,contradiction
287884,Myocardial Infarction is not Triggered.,Increased Particulate Air Pollution and the Triggering of Myocardial Infarction.,contradiction
111016,The older woman was shot in the stomach.,"An arrow, fired from galloping horseback, caught the older woman in the stomach.",entailment
119235,Total deliveries,"(per piece, delivery and stop), and the number of deliveries (stops) on a route.",contradiction
363300,"Even if you're prescribed something, it could still show as positive on the test and affect the outcome.",and uh those are the kinds of things that still can show up,neutral
248187,The shots were fired back to back.,Two perfectly aimed shots sounded off in rapid succession.,entailment
241255,"Only 15 km (9 miles) west of Ocho Rios, Dunn's River Falls is a series of limestone cascades that carry the water of Dunn's River almost to the sea.","Only 5 km (3 miles) west of Ocho Rios, Dunn's River Falls is a series of limestone cascades that carry the water of Dunn's River almost to the sea.",contradiction
41838,I see exactly what is being talked about.,"I see. In spite of her laugh, Mary was looking thoughtful this morning.",entailment
65756,I broke the couple up.,"OK, I do blame myself.",neutral
69368,"By the end, I didn't care anymore.",I wasn't even unhappy in the end just apathetic.,entailment
275683,"The soliloquies are meditations of self-loathing, similar to Leonard Bernstein's rants, because nothing went right, ever.","He says that [e]ven the soliloquies come off as an extrovert's meditations--as bouts of self-loathing, such as Leonard Bernstein might have had after a bad concert.",neutral
106692,"When it starts to get cold, the leaves will start turning colors.",and the cold weather is starting to come in when the leaves start turning colors,entailment
352672,Do not give me your pardon.,I beg your pardon.,contradiction
349077,The Avreika Quarter is strictly a residential area.,You will find a number of galleries displaying work by local and international artists in the narrow alleyways of the avreika Quarter.,contradiction
212942,They added another adaptation.,"To these adaptations, another was added.",entailment
17776,No one knows if Clinton has the nerve to do that.,The question is whether Clinton has the nerve.,entailment
214361,Cherpitel found that more than one-third linked their drinking to being injured.,"In an emergency department (ED) study of injured crash victims who had been drinking, Cherpitel found that more than one-third linked their drinking to being injured and thus were deemed good candidates for brief intervention.",entailment
4062,"If they have babies, we plan to give away one of them to a friend.",so if they have babies then we'll have to get rid of one of them,neutral
155652,The postal service has casual and full time employees,The Postal Service uses both full-time regular carriers and casual employees (less than full-time or temporary) on its city and rural routes.,entailment
195806,I had a lot of stressful things that made the praise dim.,"Also, I should be able to revel in praise rather than worry about it.",neutral
171039,The Empire was at its height in the 16th century.,What fueled this great Empire was trade.,neutral
35521,This place was where the pilgrims went.,"This isolated spot is a significant pilgrimage place, and can be seen for miles around.",entailment
33198,"Edinburgh also goes by many other epithets, named for the weather, the seasons, and the food.","This is Calton Hill, built around 100 m (328 ft) of hard volcanic rock, and its monuments and architecture are said to have been responsible for Edinburgh's epithet Athens of the North.",neutral
252467,There is a passeig called Vara del Rey which is a favourite spot to pass time.,"Isidoro Macabich intersects avinguda Ignacio Wallis; turn down it to the right and a few hundred metres later you'll come to passeig Vara del Rey, a favourite spot to while time away in the town.",entailment
33911,I've got a nice trailer.,uh-huh well for me camping i've never owned a trailer so for me camping is more more more has a lot more to do with backpacks and tents,contradiction
274972,Government action is limited.,"While the First Amendment limits government action, not that of an employer, doesn't MLB--a group that constantly claims to symbolize America--have sufficient respect for that doctrine not to threaten to fire a guy for expressing his (albeit despicable) views?",neutral
104864,"Although companies were surveyed, none of them responded with applicable results.","These companies, about 450 of which responded to the survey, represented a cross section of U.S.  34 percent were manufacturing companies, 36 percent were nonmanufacturing (e.g.",contradiction
170041,The baby gets new toys every day because old toys are discarded.,"The baby gets new toys every day, because used toys are immediately discarded.",entailment
57343,I try to save twenty percent for my down payment.,uh yeah i just keep thinking all the time i mean it it's really rough to keep yourself on a strict budget for a long long time when your you know your priority at least mine is to save for the house but then it's awful hard to really scrimp for a long long time and keep putting all the money into that down payment you feel like you want to live a little bit in the meantime,neutral
49096,I think we should donate more to our local food pantries.,and the question is who are my sheep and the idea do we go out and feed these people when they're hungry,neutral
123133,Windsurfers prefer to go to the Grand-Cul-de-Sac bay.,"From the highest point on the Vitet road, you'll want to stop to take in the sweeping view over a bay called Grand-Cul-de-Sac, which is favored by windsurfers, and out to Tortue islet in the Atlantic.",entailment
379835,Do you include all of the uh-hums in here?,do you put all the uh-hums in here on everything too,entailment
185993,Sea temperatures are normally between 18Â° and  24Â° C.,Sea temperatures vary between 18?? and 24?? C (64 75?? F).,neutral
111221,The flag of England flew over San Juan for a long time.,But the English flag did not fly over San Juan for long.,contradiction
148987,This was medicine.,"No, they were bromide powders.",neutral
44433,I don't have a degree.,right well my degree is in teaching so,contradiction
187866,The students lost the referendum in a landslide.,"Led by OU neurobiology professor Scott Hooper, students beat back the law with a referendum that won by a 46-vote margin (1,506 in favor, 1,460 against).",contradiction
53831,"It was only a breath, but it was a long breath.",It was only a breath.,neutral
330810,Intelligent people often underestimate his abilities.,Only a fool underestimates his capabilities.,contradiction
311132,No management,"Associate Director, Federal Management and Workforce Issues",contradiction
149312,"The sweat glistened on his forehead, and he looked for a hanky to wipe it with.",The perspiration stood on his forehead.,neutral
345045,"Without thinking about what's best for the corporate bottom line, the middle management will take decisions that are bad for the company.","These decisions are made by middle management, who are free to indulge their prejudices, regardless of a calculation of what's best for the corporate bottom line.",neutral
274135,The Nandi bull has been at its location for over 5000 years.,"On your way back down the hill, take a look at the massive black Nandi bull, Shiva's sacred mascot, with chains and bells that are a mixture of both real and sculpted items hung around its neck.",neutral
149903,questions didn't arise about private sector expenditures in this area.,"When it is suggested that the Postal Service should spend more on cost studies, questions arise about private sector expenditures in this area.",contradiction
291912,"If FEMA is not proactive, the states will not be equipped to deal with issues that may arise.",FEMA and Army Must Be Proactive in Preparing States for Emergencies,neutral
374667,"700 years later, a statue of Buddha sitting cross-legged with a halo was added.","As a gentle counterpoint to this, and sculpted some 700 years later, a croselegged Buddha with a finely chiselled halo was added; look out for it.",entailment
368700,I was not nervous as I looked out over the crowd.,"'No, really.' I ran my gaze over the crowd.",neutral
291109,"There is no sidebar, nor are there any reasons to support Barry.","If you missed the sidebar about the one good reason to support Barry, click .",contradiction
117194,People are irrelevant in the merger efforts.,"An organization's people define its culture, drive its performance, embody its knowledge base, and are the key to successful merger and transformation efforts.",contradiction
8110,You can't see anything from the roof.,Climb to the roof for an extraordinary view of the carved stone tracery and flying buttresses.,contradiction
62537,The Valley region around Lyon is a place of importance for French gastronomy.,The Rh??ne Valley region around Lyon is the epicenter of French gastronomy.,entailment
235699,We talked about 100 bases that were for selection of multiple events.,"In earlier sections, we discussed seven bases for purposive selection of instances and six applications of the case study method, each of which was associated with a different evaluation purpose or question.",contradiction
202238,"The action at the tables is very fast, which has been found to make people spend more.","At most gaming tables along the Strip, action is fast and furious, with generally inflexible house rules.",neutral
14415,"Since then, plenty of mentions of bridge tollbooths on that bridge have been made in this century.","Since then, there's been no mention of tollbooths on the bridge to the 21 st century.",contradiction
317513,She has not made contact with Willum that day.,"She just told Willum to go on his bicycle down to the village, and bring back a form of will, or such-like, I don't know what exactly, she wrote it down for him.""",contradiction
61182,The sports bar is not popular and is very boring.,Lively sports bar and grill located centrally on Negril's beach.,contradiction
327844,Nothing was said.,"""Rumpelstilsken, let the sun rise from the west and set in the east!""  Some of the Satheri were at the windows to watch what happened this time.",contradiction
77946,They do have cable and love it!,yeah we don't have cable unfortunately so we just get but we've got plenty of local stations to look at,contradiction
117142,Well they're only a good team,oh yeah well  they're they're just,neutral
284485,The town is fortified and in a hill.,This fortified town perched high on its hill works a sober charm among the buff-stone 13th-century edifices of its Piazza dei Priori and adjacent Piazza San Giovanni.,entailment
73802,Continue on.,'Go ahead.',entailment
122021,The sunny rooms are lit by means of a skylight in each one.,Sunny rooms surround a central courtyard.,neutral
328104,"Poland has lost its language over the years, with most citizens speaking only English.","But Poland has survived, with its culture, language and most of its territory intact, and today Poles look forward with optimism to taking their place at the forefront of the new, post-Communist Central Europe.",contradiction
120682,The reports are electronically stored but not available online without paying a fee.,"Citizens are not able to access these reports online, even though they are electronically stored.",neutral
69183,Americans love to save for retirement and do it more than any other nation.,"Yet, even as the tax code provides more opportunities than ever to save for retirement, Americans may not understand why saving matters.",contradiction
186168,His horse ran incredibly fast.,He turned his horse and rode away.,neutral
18082,It is unforgivable for tourists to wander around Santa EulÃ©ria.,Tourists arriving in Santa Eul?Â ria may be forgiven if they wander about looking for the centre of town.,contradiction
292940,It is purely a net inflow of resources to the entity.,"However, it is not a net inflow of resources to the entity, because the asset received (cash) is offset by an equal liability (debt).",contradiction
331592,We decided to forgo dinner and just go to bed.,"We were having dinner- at my place, for a change.",contradiction
322924,He always asks if they are the only way to not make bad things happen.,But he never asks whether lawsuits and rights are the only way to prevent these bad things.,contradiction
275382,Relying of foreign lenders is not a viable strategy in the long run.,"Thus, continuing to rely on foreign lenders to finance such a large share of U.S. domestic investment is not a viable strategy over the long run.",entailment
164000,Gardeners face some uncertainty at the end of winter.,The end of winter is a nebulous time for gardeners--it is not quite one thing and not quite another.,entailment
48842,Aggregate entry age normal means how you determine costs for the group of twenty.,The term aggregate entry age normal refers to an approach whereby costs are determined for the group as a whole rather than for each individual participant separately.,neutral
47786,The way the questions are formulated don't make any sense.,"If the questions and answers were formulated more precisely, the site could make for a fascinating exercise.",neutral
295108,He allowed us to leave the maze as soon as we wanted.,"Maddeningly, he leads us to the center of the Hobbesian maze, then refuses to extricate us.",contradiction
10063,"Program implementation case studies are never useful, so they are banned.",Another situation where program implementation case studies may be called for is when concern exists about implementation problems.,contradiction
332529,There will be no further reductions to the current ones.,"For example, a new car today is more than 90 percent cleaner than it was before federal laws limiting emissions of CO, NOx and volatile organic compounds - and they are subject to further reductions starting in 2004, as are heavy duty trucks in 2007.",contradiction
20228,He likes to say that joy and death are the only emotions that occur in the game of football.,"He likes to say, There are only two emotions in football--euphoria and death.",entailment
36118,I have to disagree and I have a sense that it's more reflective of our government and everything at that time.,but i don't think so i i have a feeling that's more reflective of our government and everything then,entailment
216481,Some people believe that Barry would not be suited to the executive job.,And there is even talk that Barry will be hired as a top executive by a local business.,neutral
368383,That's good. My sister gets very excited too.,well that's pretty good my my sister is very over zealous too she's got,entailment
326786,"I try to have things cooked for my mom when she comes home, she gets tired.",then i used to but that's only because my mom just started working so she's tired when she comes home in the afternoon so i try to have things cooked for her but,entailment
6935,I really enjoy getting away and traveling.,yes uh-huh oh i'd like to go anywhere you know i just like to go,entailment
151815,I like to think about how buildings would crumble in 20 years if cities were destroyed.,"If U.S. cities were abandoned tomorrow, would the survival rate of our public buildings be better or worse?",neutral
170597,Recreational visibility studies are relied upon in our analysis.,"Although CV studies that address both types of visibility exist, in our analysis we rely only on recreational visibility studies, as explained further below.",entailment
65654,We are never going to get there.,We're so close.,contradiction
242404,I have given lectures on space travel and rocket fuel.,"I was struck by this a decade or so ago when I was in Prague, then still under Communist rule, where I had been invited to give a few lectures to some Party institutes about technology.",neutral
212296,Villa Widmann was built between 1701 and 1800.,"At nearby Oriago, the Palladian style can be seen in Villa Gradenigo, and at Mira, in the 18th-century Villa Widmann.",entailment
199911,Spending on prescription drugs has grown more quickly than other areas of health care.,"Overall, the nation's spending on prescription drugs has been increasing about twice as fast as spending on other health care services, and it is expected to keep growing.",entailment
133781,Sports Night has a large following on social media despite being so irritating.,"There is, for instance, the increasingly annoying Sports Night , a sitcom that combines the most irritating aspects of David Mamet and thirtysomething . Forthwith, the ABC spokesperson's remarks, as scripted by Sports Night contributor Aaron",neutral
370457,Armenian groups are not requesting official apologies yet.,"On the other hand, while Armenian groups struggle for official notice, they are not yet requesting official apologies.",entailment
247405,The exact time of the change could also be derived immediately.,Changes in size can be expressed,neutral
145788,"One, with a sword, stabbed at him.","One, brandishing a long polearm, stabbed at him.",contradiction
144399,Soutine's work remained unpublished and unseen.,"Couldn't Soutine's eruptive, vertiginous landscapes be construed as recollections of a ravaged Europe, or even as the foreshadowing of an apocalyptic, post-atomic future?",contradiction
94512,"The church-run credit unions is common and successful, said the director.",One common and successful  church-run credit unions.,neutral
158587,"I wonder why, if you were in Azazel's shoes, you would leave clues.","Why, if you were an evil sprite like Azazel, would you leave clues for the cagey Hobbes to follow in the first place?",entailment
168860,The information has no requirements.,"These requirements include the reasons for the collection of the information, the type of information and an estimate of the burden imposed on respondents.",contradiction
31121,"I am of the same opinion, regarding the terrible consequence.",no i agree with that as as far as the as far as the mess that's developing as a result um,entailment
367729,A German silversmith created the vessel out of thousands of individual parts.,"This towering vessel, comprising 5,600 individual parts and subsequently gilded, was the work of the German silversmith Heinrich von Harff.",entailment
301668,They can resell the old parts but they don't make any money.,oh sure sure they do and then they take your old part and sell it to some reconditioning house and make money off of that too,contradiction
260336,Mrs.Inglethorp's style of handwriting was neat and easy to read.,"You will recollect, then, that Mrs. Inglethorp wrote a very distinctive hand, and left large clear spaces between her words.",neutral
251362,This is the case.,yeah that's you know,entailment
312187,The Russian was sure that the person was a boy instead of a girl.,A girl? The Russian's voice rose contemptuously.,neutral
3218,A member of the Man clan built the house in 1865.,The house was built in 1865 by a member of the Man clan who achieved the rank of tai fu (mandarin) by doing well in the Imperial Exam?Â­inations.,entailment
223257,I never go to Callaway's or Wolfe,yeah i usually go to Callaway's or Wolfe,contradiction
359505,The Northwest story of the Malaysian coastline.,In many ways this is the story of southwestern Malaysia's southwest coastline.,contradiction
227122,They were doubtful the readers would understand.,"I am sure that, despite its logic, my position sounds unrealistic to many readers.",neutral
19782,"When patients are confronted with their levels of blood alcohol, they are less likely to seek counseling.",Drawing blood and confronting patients with their blood alcohol levels may actually push them away from counseling.,contradiction
132795,Chartres cathedral and Paris's Notre-Dame are exactly the same.,The finely sculpted porch on the cathedral's western facade inspired the design for Chartres cathedral and also for Paris's Notre-Dame.,neutral
107789,The overall goals and practices critical for building a worldclass finance organization are contained in it.,"Specifically, it contains the 4 overall goals and 11 practices we identified as critical for building a worldclass finance organization.",entailment
153378,The road is quite dangerous and it's suggested that one should hire a driver to get there.,"Try it early in the day when there's much less traffic, or, if you really don't want to test your own driving skills, you can arrange for an organized tour with a driver; contact the Cumbria Tourist Board for more details .",neutral
261357,"Let them accuse me, I'll face them down because I know I'm innocent.",Do you really think I want a hue and cry for murder out after me?,contradiction
352546,They hid behind the wall as the men rode by on donkeys.,They ducked behind a large rock as a dozen more riders roared past silhouetted against the blazing village.,contradiction
239703,It is the winter now.,this summer too yeah,contradiction
322366,Silk scarves were popular in other parts of the country.,"In any case, I was interested to notice that no Hermas-like silk scarves casually grazed secular female clavicles in Istanbul.",neutral
254678,Four men had armor on.,"Four men in black scale armor, the same armor as the men who stopped Ca'daan the day before, marched with heads high.",entailment
282852,"Something was clutched around his throat, but he had bigger issues now.","Something was clutched around his throat, almost choking him.",neutral
50597,I didn't have it.,no so i had uh right,contradiction
21493,"A public health approach to screening was something he believed in, said his colleagues.",He believed in a public health approach to screening which means we would not do it if the yield is low.,neutral
368938,There are sphinxes beside the temple.,"Before heading into the inner sanctum of the temple, stride along the Avenue of Ram-Headed Sphinxesthatpointsinthe direction of Karnak Temple to the north.",neutral
137336,The transfer does not affect the net cost of operations.,"If the asset was classified as stewardship PP and E in its entirety by both the transferring entity and the recipient entity, the transfer does not affect the net cost of operations or net position of either entity and therefore in such a case it is not a revenue, a gain or loss, or other financing source.",entailment
162257,Edinburgh was not a good place to live in the 1700s.,"By the beginning of the 18th century, life in the city of Edinburgh (today's Old Town) was overcrowded and unsanitary.",neutral
358998,It's normal and totally ordinary for pepperoni.,yeah and it's it's a it's a strange sort of it's sort of like a pepperoni,contradiction
188823,"I was freezing, so I went home and took a hot shower.",so at three o'clock in the morning i'm up to my neck in freezing ice cold water and i can just feel my heart just you know scrunch right up the size of a pecan so i finally drug myself out of that i just got in the car and drove home i left everything sitting there i just got just got in the car went home got uh got a nice hot shower uh i got some dry clothes on and then went back,entailment
112749,"When it was built, all of the buildings had a Spanish Baroque style.","Cleverly integrating designs of Arab and Byzantine predecessors, the Norman palaces and churches join the crumbling grandeur of Spanish Baroque facades in momentary triumph over the chaos of the modern port city.",neutral
151360,The self-administered alcoholism screening test is 92% accurate.,"Davis L, Jr., Hurt R, Morse R, O'Brien P. Discriminant analysis of the Self-Administered Alcoholism Screening Test.",neutral
127383,The alternative plan was more appealing to me.,"I've always favored the alternative plan--small, unmanned probes, along with a gigantic annual bonfire of $1,000 bills folded into origami cranes.",entailment
261180,I am on the far west side of Richland.,uh i am on the east side of Richland in fact so Richland's on my west side when i look out my back door to see the sun set i look across the Richland field,contradiction
173261,"I am confused by it, mon ami.","I tell you, mon ami, it puzzles me.",entailment
359714,I strongly believe they can get past it.,Somehow I'm confident they can work it out.,entailment
278481,Everyone agreed with Julius.,"Well, said Julius, ""I guess we'd better make a move out of here any way."" The others fell in with his suggestion.",entailment
314923,The island is devoid of all plant life and has no reptiles of any kind.,"The island is well covered with tenacious pines, a delightful variety of wild flowers, and crowds of friendly lizards.",contradiction
17862,It was a last minute decision to go up there on a trip.,yeah we went up there now that i think about it on one of our long trips we take off on,neutral
378668,Charlie Brown has a Bad dream about a woman.,Charlie Brown wakes up in bed with Suzanne Pleshette and discovers it's all been a horrible dream.,entailment
323628,You got switched to something different.,oh so you don't oh and you got transferred to a different right,entailment
213288,Jon had some theories about what the man meant.,"What did he mean about justice?I don't know,"" said Jon.",neutral
210292,There is something clearly wrong with this box.,"Probably not, but do you notice anything that strikes you as peculiar about this box? I examined it closely.",neutral
36595,"In comparison to Robert Bennett, he is admirably reticent and they also differ in many ways.","Admirably reticent, compared to Robert Bennett.",neutral
93250,The shops along  Sunset Boulevard's Sunset Plaza are expensive.,Sunset Boulevard's Sunset Plaza is another stretch of hip upmarket boutiques.,neutral
375631,She doesn't look relaxed or nervous.,She looks neither relaxed nor nervous.,entailment
209636,"I enjoyed talking with you Jack, you've been helpful.",yeah yeah well i certainly will Jack it's been real it's been real uh informative for me to talk with you and i i certainly enjoyed it,entailment
192390,We keep hearing that Japan is going to give us eight billion dollars to help fight the war in the Mideast.,absolutely absolutely now i can't wait for uh i i could just picture what's what's going to happen here in the not to distant future we keep hearing well we're going to receive uh eight billion dollars from Japan for the uh uh uh the uh uh the the the big war over there in the Mideast,entailment
233782,He was a retired general as well as a drummer.,Obituaries recalled his career as a hard rock drummer (he was better known as Cozy) and did not mention the retired U.S. general who bears the same name.,contradiction
49742,It is no surprise the Latin American communities will fight for their rights.,well i mean how can you contrast the the Europeans and their vocalism on their rights to to say the people in Latin America i mean why are they why are they not as vocal or why do they not you know stand up so to speak for their rights,contradiction
299353,He was just another face in the crowd.,I've never seen anything like San'doro.,contradiction
273035,"That is so interesting, I cannot wait to see how it turns out.",that will be interesting yeah sure yeah that's interesting,neutral
